cluster,keyword,volume,kd,cpc_usd,traffic_potential,intent_bucket,ahrefs_intents,serp_features,growth_12mo,opportunity,parent_keyword
General head + misc long-tail,phu quoc halal food,90,0,0.00,0,Other,,,0.0,200.0,
General head + misc long-tail,singapore halal,90,34,0.20,600,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,172.1,halal
General head + misc long-tail,hugabo halal,90,0,0.00,200,Commercial,"Informational,Commercial,Branded,Local","People also ask,Local pack,Thumbnail,Image pack",0.0,204.1,hugabo
General head + misc long-tail,ikea halal food,90,6,0.15,11000,Informational,"Informational,Branded,Local","People also ask,Discussions,Video preview",0.0,353.7,ikea tampines
General head + misc long-tail,siam kitchen halal,90,0,0.00,700,Commercial,"Informational,Commercial,Branded,Non-local","Sitelinks,People also ask,Knowledge panel",0.0,255.6,siam kitchen
General head + misc long-tail,chara brasserie (halal kitchen) reviews,90,0,0.00,0,Other,,,0.0,200.0,
General head + misc long-tail,orange clove halal,90,6,0.00,1900,Commercial,"Informational,Commercial,Branded,Local",People also ask,0.0,282.0,halal catering singapore
General head + misc long-tail,restaurant halal singapore,90,19,0.15,1000,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Discussions",0.0,224.0,halal food
General head + misc long-tail,halal gift hampers singapore,90,0,0.90,150,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",,0.0,200.0,halal hamper
General head + misc long-tail,jollibee singapore halal,90,33,0.50,14000,Informational,"Informational,Branded,Non-local","Local pack,People also ask,Sitelinks,Discussions",0.0,269.2,jollibee
General head + misc long-tail,killiney halal,90,0,0.10,60,Commercial,"Informational,Commercial,Branded,Local","People also ask,Knowledge panel,Sitelinks",0.0,200.0,killiney halal
General head + misc long-tail,halal bread supplier singapore,90,0,0.20,0,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",,0.0,200.0,
General head + misc long-tail,halal lo hei,90,0,0.70,450,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,0.0,237.1,lohei singapore
General head + misc long-tail,halal bak kut teh,90,0,0.02,40,Commercial,"Informational,Commercial,Non-branded,Local","People also ask,Knowledge panel,Thumbnail",0.0,200.0,halal bak kut teh
General head + misc long-tail,halal food places near me,90,5,0.35,2400,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,294.3,halal food near me
General head + misc long-tail,halal finger food singapore,90,38,0.40,100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Image pack",0.0,130.9,halal snacks delivery singapore
General head + misc long-tail,mdm ling halal,90,0,0.20,30,Transactional/Local,"Commercial,Transactional,Branded,Local","People also ask,Knowledge panel",0.0,200.0,mdm ling bakery halal
General head + misc long-tail,halal glucosamine supplement,90,0,0.00,0,Other,,,0.0,200.0,
General head + misc long-tail,halal pies singapore,90,0,0.30,0,Commercial,"Informational,Commercial,Non-branded,Local",,0.0,200.0,
General head + misc long-tail,rice vinegar halal,90,0,0.10,70,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Image pack,Sitelinks",0.0,200.0,rice vinegar halal
General head + misc long-tail,halal symbol,90,2,0.00,0,Informational,"Informational,Non-branded,Non-local",People also ask,0.0,196.4,halal symbol
General head + misc long-tail,halal vs non halal,90,2,0.00,40,Commercial,"Informational,Non-branded,Non-local","Image pack,People also ask,Discussions,Sitelinks",0.0,196.4,halal vs non halal
General head + misc long-tail,nice halal food,90,2,0.04,5800,Informational,"Informational,Non-branded,Non-local","Local pack,Sitelinks",0.0,340.1,halal food singapore
General head + misc long-tail,anak halal,90,0,0.00,0,Other,,,0.0,200.0,
General head + misc long-tail,lime restaurant halal,80,3,0.00,6200,Commercial,"Informational,Commercial,Branded,Local","AI Overview,Thumbnail,People also ask,Knowledge panel",0.0,339.8,lime restaurant
General head + misc long-tail,puffs and peaks halal,80,0,0.00,0,Other,,,0.0,195.4,
General head + misc long-tail,halal lohei,80,0,0.00,250,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",,0.0,213.0,halal yu sheng
General head + misc long-tail,halal glucosamine,80,0,0.00,0,Other,,,0.0,195.4,
General head + misc long-tail,halal food places singapore,80,9,0.04,4300,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,306.2,halal cafe singapore
General head + misc long-tail,hamper singapore halal,80,0,0.00,0,Other,,,0.0,195.4,
General head + misc long-tail,halal cookie,80,0,0.30,800,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask,Image pack,Discussions",0.0,261.3,halal cookies singapore
General head + misc long-tail,guar gum halal,80,0,0.00,10,Informational,"Informational,Non-branded,Non-local","People also ask,Sitelinks,Video preview",0.0,195.4,guar gum halal
General head + misc long-tail,halal lor mee,80,0,0.00,10,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Discussions,People also ask",0.0,195.4,halal lor mee
General head + misc long-tail,bake inc halal,80,0,0.25,1300,Commercial,"Informational,Commercial,Branded,Local","Thumbnail,People also ask,Knowledge panel,Image pack",0.0,282.0,bakeinc
General head + misc long-tail,halal caterers singapore,80,25,0.60,1900,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,0.0,230.4,halal catering singapore
General head + misc long-tail,halal finger food,80,14,0.40,3000,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Image pack,Local pack",0.0,277.4,kopi and tarts
General head + misc long-tail,halal supper singapore,80,0,0.04,30,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail,Sitelinks,Video preview",0.0,195.4,late night halal food singapore
General head + misc long-tail,halal vegetarian food,80,0,0.30,1700,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Thumbnail,People also ask",0.0,293.4,saute
General head + misc long-tail,halal vegetarian,80,1,0.35,1500,Informational,"Informational,Non-branded,Non-local","Local pack,Sitelinks,People also ask",0.0,285.5,saute
General head + misc long-tail,halal salad singapore,80,4,0.25,100,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,188.3,simply wrapps
General head + misc long-tail,little myanmar halal foods,80,0,0.25,70,Commercial,"Informational,Commercial,Branded,Local","Thumbnail,Video preview,Sitelinks,People also ask,Image pack",0.0,195.4,little myanmar halal foods
General head + misc long-tail,nandos halal,80,0,0.00,50,Commercial,"Informational,Commercial,Branded,Local","People also ask,Local pack,Video preview",0.0,195.4,is nandos halal
General head + misc long-tail,halal food in town,80,6,0.03,2900,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,299.2,halal food near me
General head + misc long-tail,halal place near me,80,5,0.35,2900,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,302.1,halal food near me
General head + misc long-tail,halal dinner,80,24,0.05,4900,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Discussions",0.0,265.1,halal restaurant singapore
General head + misc long-tail,halal bagel singapore,80,3,0.30,350,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,0.0,220.5,beigelhaus menu
General head + misc long-tail,halal friendly restaurants singapore,80,0,0.15,0,Other,,,0.0,195.4,
General head + misc long-tail,kombucha halal,80,0,0.10,100,Informational,"Informational,Non-branded,Non-local","AI Overview,People also ask,Sitelinks,Shopping,Thumbnail",0.0,195.4,is kombucha halal
General head + misc long-tail,century square halal food,80,0,0.25,100,Informational,"Informational,Branded,Local",Local pack,0.0,195.4,century square halal food
General head + misc long-tail,happy oven halal,80,1,0.20,1200,Transactional/Local,"Informational,Commercial,Transactional,Branded,Local","Sitelinks,People also ask,Knowledge panel",0.0,276.0,happy oven
General head + misc long-tail,what does halal food mean,80,0,0.00,0,Informational,,,0.0,195.4,
General head + misc long-tail,halal food hampers singapore,80,0,0.80,0,Other,,,0.0,195.4,
General head + misc long-tail,all things delicious halal,80,2,0.25,7100,Informational,"Informational,Branded,Non-local","Top ads,Sitelinks,Knowledge panel,People also ask,Bottom ads",0.0,348.7,all things delicious
General head + misc long-tail,jacks place halal,80,20,0.00,100,Commercial,"Informational,Commercial,Branded,Local","Local pack,People also ask",0.0,159.9,jack place halal
General head + misc long-tail,twg halal,80,0,0.00,16000,Commercial,"Informational,Commercial,Branded,Non-local","AI Overview,Thumbnail,People also ask,Local pack",0.0,390.4,twg
General head + misc long-tail,purple panda halal,80,0,0.20,80,Commercial,"Informational,Commercial,Branded,Local","Knowledge panel,People also ask,Videos,Discussions",0.0,195.4,purple panda
General head + misc long-tail,chick fil a singapore halal,80,0,0.20,0,Other,,,0.0,195.4,
General head + misc long-tail,halal rooftop restaurant singapore,80,0,0.25,30,Commercial,"Informational,Commercial,Non-branded,Local","Knowledge panel,Video preview,People also ask",0.0,195.4,halal rooftop restaurant singapore
General head + misc long-tail,halal joint supplements,80,0,0.00,0,Other,,,0.0,195.4,
General head + misc long-tail,halal hair dye singapore,70,0,0.60,50,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Knowledge panel,People also ask,Sitelinks",0.0,190.3,haircove tampines
General head + misc long-tail,fruit paradise halal,70,0,0.00,20,Commercial,"Informational,Commercial,Branded,Non-local","Thumbnail,People also ask,Image pack",0.0,190.3,is fruit paradise halal
General head + misc long-tail,t1 halal food,70,0,0.00,70,Informational,"Informational,Non-branded,Local","Local pack,Sitelinks,People also ask,Video preview",0.0,190.3,t1 halal food
General head + misc long-tail,24 hours halal food,70,0,0.20,1100,Informational,"Informational,Non-branded,Local","Local pack,Sitelinks,People also ask,Video preview",0.0,274.8,halal food near me
General head + misc long-tail,godiva halal,70,0,0.25,90,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Video preview,Thumbnail,Image pack",0.0,190.3,godiva halal
General head + misc long-tail,halal hampers,70,0,0.90,300,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Top ads,Paid sitelinks,Sitelinks,Shopping,Thumbnail,Bottom ads",0.0,220.4,halal hamper delivery singapore
General head + misc long-tail,halal tze char,70,20,0.00,100,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail",0.0,155.7,halal zi char
General head + misc long-tail,j65 halal,70,0,0.00,8600,Informational,"Informational,Branded,Local","People also ask,Knowledge panel",0.0,363.4,j65
General head + misc long-tail,halal collagen,70,0,0.60,30,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","People also ask,Sitelinks",0.0,190.3,halal collagen
General head + misc long-tail,restaurant halal,70,23,0.00,3000,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Discussions",0.0,251.4,the malayan council
General head + misc long-tail,latiao halal,70,0,0.00,0,Other,,,0.0,190.3,
General head + misc long-tail,halal guys singapore,70,1,0.15,200,Commercial,"Informational,Commercial,Branded,Local","People also ask,Knowledge panel,Image pack",0.0,202.3,overrice
General head + misc long-tail,hans halal,70,1,0.00,70,Commercial,"Informational,Commercial,Branded,Local","People also ask,Local pack,Thumbnail",0.0,188.6,is hans halal
General head + misc long-tail,birds of paradise halal,70,0,0.00,50,Commercial,"Informational,Commercial,Branded,Local","AI Overview,Thumbnail,People also ask,Knowledge panel",0.0,190.3,is birds of paradise halal
General head + misc long-tail,tingkat meals halal,70,0,0.25,0,Other,,,0.0,190.3,
General head + misc long-tail,fun toast halal,70,1,0.25,600,Informational,"Informational,Branded,Non-local","People also ask,Image pack,Local pack",0.0,246.9,funtoast
General head + misc long-tail,what does it mean to be halal,70,0,0.00,0,Informational,,,0.0,190.3,
General head + misc long-tail,what does halal chicken mean,70,0,0.00,0,Informational,,,0.0,190.3,
General head + misc long-tail,terminal 2 halal food,70,3,0.00,70,Informational,"Informational,Non-branded,Non-local","Local pack,People also ask,Video preview,Sitelinks",0.0,185.1,t2 halal food
General head + misc long-tail,halal food east,70,0,0.06,400,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,232.2,halal cafes singapore
General head + misc long-tail,halal supper,70,0,0.00,1100,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,274.8,halal food near me
General head + misc long-tail,what does it mean halal,70,0,0.00,0,Informational,,,0.0,190.3,
General head + misc long-tail,halal food central,70,9,0.00,3500,Informational,"Informational,Non-branded,Local","Local pack,Thumbnail",0.0,298.0,halal cafe singapore
General head + misc long-tail,halal indonesia,70,5,0.00,90,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,Sitelinks,People also ask",0.0,181.7,bpjph
General head + misc long-tail,pectin halal,70,0,0.00,30,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Video preview",0.0,190.3,pectin halal
General head + misc long-tail,halal stocks,70,0,1.70,0,Commercial,"Informational,Commercial,Non-branded,Non-local",,0.0,190.3,
General head + misc long-tail,halal yusheng singapore,70,0,0.15,0,Other,,,0.0,190.3,
General head + misc long-tail,nissin cup noodles halal,70,0,0.10,90,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Image pack,Shopping,Thumbnail",0.0,190.3,nissin cup noodles
General head + misc long-tail,halal place to eat singapore,70,13,0.15,6500,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,People also ask",0.0,309.8,halal food singapore
General head + misc long-tail,halal food in jeju,70,0,0.01,300,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Video preview,People also ask,Bottom ads",0.0,220.4,halal korean food
General head + misc long-tail,halal tomahawk,70,3,0.15,30,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",People also ask,0.0,185.1,halal tomahawk
General head + misc long-tail,casa vostra halal,70,0,0.00,0,Other,,,0.0,190.3,
General head + misc long-tail,two bake boys halal,70,0,0.00,0,Other,,,0.0,190.3,
General head + misc long-tail,non halal,70,0,0.00,300,Informational,"Informational,Non-branded,Non-local","People also ask,Thumbnail,Discussions,Sitelinks",0.0,220.4,what is halal food
General head + misc long-tail,halal caterer singapore,70,34,0.70,1600,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,200.9,halal catering
General head + misc long-tail,halal meat,70,50,0.30,250,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","People also ask,Local pack,Thumbnail,Sitelinks",0.0,116.2,lim traders
General head + misc long-tail,salai singapore halal,70,0,0.00,0,Other,,,0.0,190.3,
General head + misc long-tail,halal cooking class singapore,70,0,0.25,30,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Knowledge panel,Video preview",0.0,190.3,halal cooking class singapore
General head + misc long-tail,halal late night food singapore,70,0,0.15,1100,Informational,"Informational,Non-branded,Local","Local pack,Sitelinks,Video preview",0.0,274.8,halal food near me
General head + misc long-tail,halal trading,70,0,4.50,0,Other,,,0.0,190.3,
General head + misc long-tail,halal cheese platter singapore,70,0,0.40,20,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Bottom ads,Paid sitelinks",0.0,190.3,halal cheese platter
General head + misc long-tail,halal yu sheng,70,0,0.00,450,Commercial,"Informational,Commercial,Non-branded,Non-local",Sitelinks,0.0,237.1,lohei singapore
General head + misc long-tail,halal biscuits singapore,70,7,0.20,300,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Sitelinks,Video preview,Knowledge panel,People also ask",0.0,206.4,halal cookies singapore
General head + misc long-tail,lotteria halal,70,0,0.00,0,Other,,,0.0,190.3,
General head + misc long-tail,halal muffins singapore,70,21,0.09,1100,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Video preview",0.0,222.4,happy oven
General head + misc long-tail,halal what does it mean,70,0,0.00,0,Other,,,0.0,190.3,
General head + misc long-tail,collins halal,70,13,0.40,5400,Commercial,"Informational,Commercial,Branded,Local","AI Overview,Thumbnail,People also ask,Local pack",0.0,302.7,collins menu
General head + misc long-tail,halal food open now,70,5,0.00,150,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask",0.0,184.2,halal supper
General head + misc long-tail,halal hub,70,0,0.07,0,Commercial,"Informational,Commercial,Branded,Local",,0.0,190.3,
General head + misc long-tail,qiji halal,60,0,0.00,2800,Commercial,"Informational,Commercial,Branded,Non-local","Sitelinks,People also ask,Local pack",0.0,314.9,qiji
General head + misc long-tail,haagen dazs halal,60,0,0.20,20,Informational,"Informational,Branded,Non-local","People also ask,Image pack,Discussions",0.0,184.5,haagen dazs cookies and cream
General head + misc long-tail,guangzhou halal food,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,halal foods,60,11,0.20,80,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Image pack,People also ask,Sitelinks",0.0,166.1,city square mall halal food
General head + misc long-tail,ho chi minh halal food,60,0,0.02,60,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Discussions,Video preview",0.0,184.5,ho chi minh halal food
General head + misc long-tail,captain kim halal,60,6,0.60,2300,Commercial,"Informational,Commercial,Branded,Local","Local pack,People also ask,Image pack",0.0,289.7,captain kim
General head + misc long-tail,halal food court near me,60,0,0.00,20,Transactional/Local,"Informational,Non-branded,Local","Local pack,Sitelinks,Video preview,People also ask,Discussions",0.0,184.5,halal food court singapore
General head + misc long-tail,halal peranakan food,60,3,0.10,250,Commercial,"Informational,Commercial,Non-branded,Local","Knowledge panel,Thumbnail,Video preview",0.0,207.2,halal peranakan food singapore
General head + misc long-tail,halal sugar cuttlefish,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,baker's brew halal,60,0,0.25,100,Commercial,"Informational,Commercial,Branded,Non-local","AI Overview,Thumbnail,People also ask",0.0,184.5,is baker's brew halal
General head + misc long-tail,halal food east side,60,0,0.09,450,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,237.1,halal cafes singapore
General head + misc long-tail,halal candy singapore,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,halal food in universal studios singapore,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,halal baking class singapore,60,3,0.20,10,Informational,"Informational,Non-branded,Local","Top ads,Paid sitelinks,Local pack,Bottom ads",0.0,179.5,halal baking class singapore
General head + misc long-tail,halal dumplings singapore,60,6,0.25,70,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail,People also ask",0.0,174.4,halal dumplings singapore
General head + misc long-tail,bored tacos halal,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,sides halal,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,halal bone marrow,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,halal cdc voucher,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,halal shepherd's pie singapore,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,halal etf,60,0,0.70,0,Commercial,"Informational,Commercial,Non-branded,Non-local",,0.0,184.5,
General head + misc long-tail,meat halal,60,0,0.20,0,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local",,0.0,184.5,
General head + misc long-tail,smooy halal,60,0,0.00,60,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Thumbnail,Video preview",0.0,184.5,is smooy halal
General head + misc long-tail,maltodextrin halal,60,0,0.00,20,Informational,"Informational,Non-branded,Non-local","People also ask,Video preview",0.0,184.5,maltodextrin halal
General head + misc long-tail,tim horton halal,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,nunsaram halal,60,0,0.00,800,Transactional/Local,"Informational,Commercial,Transactional,Branded,Local","AI Overview,Thumbnail,Knowledge panel",0.0,261.3,nunsaram
General head + misc long-tail,momolato halal,60,0,0.00,0,Transactional/Local,"Informational,Commercial,Transactional,Branded,Local","Thumbnail,People also ask,Knowledge panel,Image pack",0.0,184.5,momolato menu
General head + misc long-tail,itea halal,60,2,0.00,4500,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Sitelinks",0.0,329.3,itea
General head + misc long-tail,one north halal food,60,0,0.15,200,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,204.1,buona vista food
General head + misc long-tail,shin ramyun halal,60,0,0.15,50,Transactional/Local,"Informational,Commercial,Transactional,Branded,Non-local","Sitelinks,Shopping,Thumbnail,People also ask,Image pack",0.0,184.5,is shin ramyun halal
General head + misc long-tail,halal french restaurant singapore,60,33,0.20,60,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,129.2,savoureux
General head + misc long-tail,buona vista halal food,60,0,0.30,250,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Video preview",0.0,213.0,buona vista food
General head + misc long-tail,halal food in osaka,60,0,0.03,30,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Video preview",0.0,184.5,halal food in osaka
General head + misc long-tail,halal sandwich,60,0,0.25,150,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Sitelinks,People also ask",0.0,192.9,halal sandwich singapore
General head + misc long-tail,la levain halal,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,halal foods near me,60,12,0.40,2000,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask,Discussions",0.0,267.7,halal food near me
General head + misc long-tail,halal food shanghai,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,purest co halal,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,halal guys new york,60,33,0.00,40,Informational,"Informational,Branded,Local","Local pack,People also ask,Image pack",0.0,129.2,halal guys new york
General head + misc long-tail,halal rice vinegar,60,0,0.15,30,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","Sitelinks,People also ask,Image pack,Discussions,Shopping,Thumbnail",0.0,184.5,japanese rice vinegar
General head + misc long-tail,jeju halal food,60,0,0.01,50,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Video preview,Discussions",0.0,184.5,halal food in jeju
General head + misc long-tail,halal marshmallows,60,0,0.07,20,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","People also ask,Shopping,Thumbnail,Sitelinks,Discussions,Image pack",0.0,184.5,halal marshmallows
General head + misc long-tail,maki san halal,60,0,0.30,40,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Local pack,Image pack",0.0,184.5,is makisan halal
General head + misc long-tail,tanglin crispy curry puff halal,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,halal michelin star restaurants singapore,60,0,0.00,20,Commercial,"Informational,Commercial,Branded,Local","Sitelinks,Knowledge panel,People also ask,Discussions,Video preview",0.0,184.5,halal michelin star restaurants singapore
General head + misc long-tail,nearest halal food,60,10,0.20,3800,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Discussions,People also ask",0.0,298.3,halal food near me
General head + misc long-tail,halal bagel,60,2,0.25,400,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",People also ask,0.0,228.0,beigelhaus menu
General head + misc long-tail,halal means,60,33,0.20,150,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask",0.0,135.1,what is halal food
General head + misc long-tail,healthy halal food,60,3,0.30,10,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Thumbnail,People also ask",0.0,179.5,healthy halal food
General head + misc long-tail,halal salad,60,0,0.00,100,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Top stories,Thumbnail,People also ask,Image pack",0.0,184.5,simply wrapps
General head + misc long-tail,lucky plaza halal food,60,0,0.00,70,Commercial,"Informational,Commercial,Branded,Local","Local pack,Video preview",0.0,184.5,lucky plaza
General head + misc long-tail,halal eclair singapore,60,0,0.15,0,Transactional/Local,"Commercial,Transactional,Non-branded,Local",,0.0,184.5,
General head + misc long-tail,spirit vinegar halal,60,0,0.00,40,Informational,"Informational,Non-branded,Non-local","People also ask,Sitelinks,Discussions",0.0,184.5,spirit vinegar halal
General head + misc long-tail,halal haidilao,60,0,0.00,30,Commercial,"Informational,Commercial,Branded,Local","People also ask,Image pack",0.0,184.5,hai di lao halal
General head + misc long-tail,halal lunch,60,9,0.03,6500,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask",0.0,322.6,halal food singapore
General head + misc long-tail,halal gift,60,0,0.50,10,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","People also ask,Shopping,Thumbnail",0.0,184.5,halal gifts singapore
General head + misc long-tail,halal food suppliers,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,marrybrown singapore halal,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,bird nest halal,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,halal bakes singapore,60,36,0.25,4600,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Sitelinks",0.0,226.3,two bake boys
General head + misc long-tail,confinement food halal,60,0,0.25,90,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Sitelinks",0.0,184.5,halal confinement food
General head + misc long-tail,halal food 24 hours near me,60,0,0.00,150,Transactional/Local,"Informational,Non-branded,Local","Local pack,Sitelinks,Video preview,People also ask,Discussions",0.0,192.9,halal food near me open now
General head + misc long-tail,halal food cbd,60,0,0.00,30,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,184.5,halal food cbd
General head + misc long-tail,halal food to eat,60,14,0.03,2700,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,273.5,halal food near me
General head + misc long-tail,boon tong kee halal,60,0,0.00,50,Commercial,"Informational,Commercial,Branded,Non-local","AI Overview,Thumbnail,People also ask,Local pack",0.0,184.5,boon tong kee halal
General head + misc long-tail,halal beer,60,0,0.15,30,Commercial,"Informational,Commercial,Non-branded,Non-local","Image pack,People also ask,Sitelinks,Shopping,Thumbnail",0.0,184.5,halal alcohol
General head + misc long-tail,royce halal,60,0,0.00,200,Commercial,"Informational,Commercial,Branded,Non-local","AI Overview,Thumbnail,People also ask,Image pack",0.0,204.1,is royce chocolate halal
General head + misc long-tail,rws halal food,60,0,0.25,40,Commercial,"Informational,Commercial,Branded,Local","Local pack,People also ask,Video preview",0.0,184.5,rws halal food
General head + misc long-tail,hot tomato halal,60,1,0.00,2000,Commercial,"Informational,Commercial,Branded,Local","AI Overview,Thumbnail,People also ask,Knowledge panel",0.0,297.7,hot tomato menu
General head + misc long-tail,grains and co halal,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,i love taimei halal,60,0,0.00,40,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Image pack",0.0,184.5,i love taimei halal
General head + misc long-tail,cdc voucher restaurant list halal,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,tipo strada halal,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,halal curry puff singapore,60,1,0.20,150,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Discussions",0.0,191.2,a1 curry puff
General head + misc long-tail,get well soon hamper halal,60,0,0.70,20,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Sitelinks,0.0,184.5,get well soon hamper halal
General head + misc long-tail,halal confinement meals singapore,60,0,0.00,0,Other,,,0.0,184.5,
General head + misc long-tail,ikea food halal,50,2,0.15,10000,Commercial,"Informational,Commercial,Branded,Non-local","People also ask,Discussions,Bottom ads,Paid sitelinks",0.0,363.3,ikea tampines
General head + misc long-tail,halal mart,50,0,0.20,0,Transactional/Local,"Informational,Commercial,Transactional,Branded,Local",,0.0,177.8,
General head + misc long-tail,halal vegetarian restaurant singapore halal,50,0,0.00,0,Other,,,0.0,177.8,
General head + misc long-tail,halal nail salon singapore,50,1,0.15,10,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,176.2,halal nail salon singapore
General head + misc long-tail,churn halal,50,0,0.00,0,Other,,,0.0,177.8,
